standard_relation,standard_value,standard_units,standard_type,pchembl_value,data_validity_comment,potential_duplicate,assay_chembl_id,assay_type,description,canonical_smiles,molecule_chembl_id,target_chembl_id
=,80,nM,Ki,7.1,,0,CHEMBL869402,B,Inhibition of recombinant human cytosolic isozyme CA II,C[C@]12CC[C@@H]3c4ccc(CS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1628081,CHEMBL205
=,80.1,nM,Ki,7.1,,0,CHEMBL3874974,B,Inhibition of human erythrocyte carbonic anhydrase 2 preincubated for 15 mins prior to testing by bromothymol blue-based stopped-flow CO2 hydration assay,O=C([O-])C1CCCCN1C(=S)[S-].[Na+].[Na+],CHEMBL3400156,CHEMBL205
=,80.4,nM,Ki,7.09,,0,CHEMBL1167307,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,Cc1ccc2cccc(Oc3ccncc3S(N)(=O)=O)c2n1,CHEMBL1165071,CHEMBL205
=,80.4,nM,Ki,7.09,,0,CHEMBL4275749,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,Cl.N=C(N)SCc1cnc(-c2ccc(S(N)(=O)=O)cc2)[se]1,CHEMBL4279797,CHEMBL205
=,80.5,nM,Ki,7.09,,0,CHEMBL3874974,B,Inhibition of human erythrocyte carbonic anhydrase 2 preincubated for 15 mins prior to testing by bromothymol blue-based stopped-flow CO2 hydration assay,O=C([O-])[C@@H]1CCCN(C(=S)[S-])C1.[Na+].[Na+],CHEMBL3400807,CHEMBL205
=,81,nM,Ki,7.09,,0,CHEMBL1809789,B,Inhibition of human recombinant cytosolic carbonic anhydrase 2-mediated CO2 hydration activity after 15 mins,CC(=O)OC[C@H]1O[C@@H](NS(N)(=O)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL1807496,CHEMBL205
=,81,nM,Ki,7.09,,0,CHEMBL2049249,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins measured for 10 to 100 sec by stopped-flow method,NS(=O)(=O)c1ccc(Br)cc1,CHEMBL178852,CHEMBL205
=,81,nM,Ki,7.09,,0,CHEMBL2166491,B,Inhibition of human CA2 using 4-nitrophenylacetate as substrate preincubated for 10 mins by spectrophotometric esterase assay,NS(=O)(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL2164734,CHEMBL205
=,81,nM,Ki,7.09,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1ccc(CNC(=O)CNCCNCC(=O)O)cc1,CHEMBL35712,CHEMBL205
=,81,nM,Ki,7.09,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)OCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3138155,CHEMBL205
=,81.28,nM,Ki,7.09,,0,CHEMBL1647882,B,Binding affinity to human carbonic anhydrase 2,CNc1ccc(S(N)(=O)=O)cc1,CHEMBL174847,CHEMBL205
=,81.5,nM,Ki,7.09,,0,CHEMBL4010464,B,Inhibition of recombinant human Carbonic anhydrase 2 assessed as reduction in CO2 hydration preincubated for 15 mins prior to testing measured for 10 to 100 secs by stopped-flow assay,CNS(=O)(=O)c1sc(N(C)C(=O)Cc2ccc(-c3ccccc3)cc2)nc1C,CHEMBL4074597,CHEMBL205
=,81.6,nM,Ki,7.09,,0,CHEMBL3602143,B,Inhibition of human recombinant carbonic anhydrase-2 pre-incubated for 15 mins by stopped-flow CO2 hydration assay,O=C(Nc1ccc(O)cc1)N1CCN(c2ccccc2)CC1,CHEMBL3601542,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL1692289,B,Inhibition of human carbonic anhydrase 2 by CO2 hydration assay,NS(=O)(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1688313,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL1809789,B,Inhibition of human recombinant cytosolic carbonic anhydrase 2-mediated CO2 hydration activity after 15 mins,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](C)O[C@H]1NS(N)(=O)=O,CHEMBL1807499,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL4010464,B,Inhibition of recombinant human Carbonic anhydrase 2 assessed as reduction in CO2 hydration preincubated for 15 mins prior to testing measured for 10 to 100 secs by stopped-flow assay,CNS(=O)(=O)c1sc(N(CCN(C)C)C(=O)Cc2ccc(-c3ccccc3)cc2)nc1C,CHEMBL4102820,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)c(Cl)c1,CHEMBL34012,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CHEMBL3138165,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL840150,B,Inhibitory potency against human cloned Carbonic anhydrase II expressed in Escherichia coli strain BL21,NS(=O)(=O)c1ccc(NC(=O)CCN2CCOCC2)cc1,CHEMBL183775,CHEMBL205
=,82,nM,Ki,7.09,,0,CHEMBL881704,B,Inhibitory activity against human Carbonic anhydrase II (hCA II),CC(=O)Nc1ccc(Nc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL193825,CHEMBL205
=,83,nM,Ki,7.08,,0,CHEMBL3411265,B,Inhibition of recombinant human carbonic anhydrase 2 by CO2 hydration assay,NS(=O)(=O)c1nnc(N(Cc2cn(-c3ccccc3)nn2)Cc2cn(-c3ccccc3)nn2)s1,CHEMBL3410758,CHEMBL205
=,83,nM,Ki,7.08,,0,CHEMBL828777,B,Inhibitory activity against Carbonic anhydrase II,NNc1ccc(S(N)(=O)=O)cc1,CHEMBL7204,CHEMBL205
=,83,nM,Ki,7.08,,0,CHEMBL828903,B,Inhibitory constant against human Carbonic anhydrase II,CCCNc1nc(NCCC)nc(NCCc2ccc(S(N)(=O)=O)cc2)n1,CHEMBL192950,CHEMBL205
=,83,nM,Ki,7.08,,0,CHEMBL828903,B,Inhibitory constant against human Carbonic anhydrase II,NS(=O)(=O)c1ccc(CCNc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,CHEMBL190464,CHEMBL205
=,83.1,nM,Ki,7.08,,0,CHEMBL3366665,B,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay,CC(C)(C)OC(=O)/N=C(\NCCCC(=O)NCc1ccc(S(N)(=O)=O)cc1)NC(=O)OC(C)(C)C,CHEMBL3314171,CHEMBL205
=,83.2,nM,Ki,7.08,,0,CHEMBL4119794,B,Inhibition of recombinant human carbonic anhydrase 2 assessed as reduction in CO2 hydration pretreated for 15 mins followed by CO2 addition measured for 10 to 100 sec by Line-Weaver Burk plot analysis,CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3Cl)O2)cc1,CHEMBL4128942,CHEMBL205
=,83.4,nM,Ki,7.08,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(C(=O)N2CCN[C@@H](Cc3ccccc3)C2)cc1,CHEMBL4171303,CHEMBL205
=,83.5,nM,Ki,7.08,,0,CHEMBL3366665,B,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay,Cl.NCCCC(=O)NCc1ccc(S(N)(=O)=O)cc1,CHEMBL3314169,CHEMBL205
=,83.7,nM,Ki,7.08,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,Cc1ccc(-c2c(C(N)=O)nnn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4246936,CHEMBL205
=,84,nM,Ki,7.08,,0,CHEMBL1005300,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,CCOc1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(OCC)n1,CHEMBL183945,CHEMBL205
=,84,nM,Ki,7.08,,0,CHEMBL1005300,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)c(Br)c1,CHEMBL75620,CHEMBL205
=,84,nM,Ki,7.08,,0,CHEMBL3296583,B,Inhibition of human cloned cytosolic carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1cc(NC(=O)Nn2ccc3ccccc32)c(Cl)cc1Cl,CHEMBL3291102,CHEMBL205
=,84,nM,Ki,7.08,,0,CHEMBL658046,B,Inhibitory effect on human Carbonic anhydrase II,CCCC(CCC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,CHEMBL111245,CHEMBL205
=,84,nM,Ki,7.08,,0,CHEMBL828782,B,Binding affinity towards human cloned carbonic anhydrase II,NC1Cc2ccc(S(=O)(=O)O)cc2C1,CHEMBL186263,CHEMBL205
=,84.2,nM,Ki,7.08,,0,CHEMBL838677,B,Inhibitory activity against cytosolic human carbonic anhydrase II,NS(=O)(=O)OCCCCCCCCCCCCOS(N)(=O)=O,CHEMBL361421,CHEMBL205
=,84.3,nM,Ki,7.07,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,COc1ccc2c(c1)c(CC(=O)NCCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL4204047,CHEMBL205
=,84.5,nM,Ki,7.07,,0,CHEMBL1167307,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1cnccc1Sc1cccc[n+]1[O-],CHEMBL1165118,CHEMBL205
=,84.5,nM,Ki,7.07,,0,CHEMBL2049495,B,Inhibition of human recombinant full length CA2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,NS(=O)(=O)c1ccc(C2NCCc3cc(O)ccc32)cc1,CHEMBL2048932,CHEMBL205
=,84.5,nM,Ki,7.07,,0,CHEMBL4002260,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 10 mins prior to testing by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(CCN2C(=O)C=CC2=O)cc1,CHEMBL4096617,CHEMBL205
=,84.5,nM,Ki,7.07,,0,CHEMBL4156068,B,Binding affinity to human carbonic anhydrase 2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2cc(C(=O)c3ccco3)nn2)cc1,CHEMBL4173947,CHEMBL205
=,84.8,nM,Ki,7.07,,0,CHEMBL4275749,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,NC(=[Se])c1ccc(S(N)(=O)=O)cc1,CHEMBL4293266,CHEMBL205
=,84.9,nM,Ki,7.07,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,Cc1ccc(-c2c(CO)nnn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4248617,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL1693045,B,Inhibition of human cytosolic carbonic anhydrase 2 preincubated for 15 min by CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,CHEMBL1643302,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL1809789,B,Inhibition of human recombinant cytosolic carbonic anhydrase 2-mediated CO2 hydration activity after 15 mins,CC(=O)OC[C@H]1O[C@@H](NS(N)(=O)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL1807498,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL3390527,B,Inhibition of human full length CA2 by stopped flow CO2 hydration assay,O=S(=O)(NO)NC1C=C[C@@H](O)CO1,CHEMBL3343325,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL657151,B,Inhibitory activity against human isoenzyme Carbonic anhydrase II,O=C(CN(Cc1ccccc1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NO,CHEMBL441084,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL658056,B,Binding affinity against human carbonic anhydrase II (hCA -II),NS(=O)(=O)c1cc(C(=O)NCC(=O)NCC(=O)O)ccc1Cl,CHEMBL51455,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL658056,B,Binding affinity against human carbonic anhydrase II (hCA -II),NS(=O)(=O)c1ccc(C(=O)NCC(=O)O)cc1,CHEMBL51385,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL658056,B,Binding affinity against human carbonic anhydrase II (hCA -II),NS(=O)(=O)c1ccc(C(=O)NCCC(=O)O)cc1,CHEMBL51534,CHEMBL205
=,85,nM,Ki,7.07,,0,CHEMBL828777,B,Inhibitory activity against Carbonic anhydrase II,Cc1ccc(S(=O)(=O)NC(=O)NNC(=O)c2ccccc2S(N)(=O)=O)cc1,CHEMBL175503,CHEMBL205
=,85.1,nM,Ki,7.07,,0,CHEMBL3382962,B,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydrase assay method,NS(=O)(=O)c1ccc2nc(-n3cc(/C=N/O)c(-c4ccc(Cl)cc4)n3)sc2c1,CHEMBL3356278,CHEMBL205
=,85.3,nM,Ki,7.07,,0,CHEMBL2341269,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CC(F)(F)CNS(=O)(=O)c1ccc(N)cc1,CHEMBL2333973,CHEMBL205
=,85.3,nM,Ki,7.07,,0,CHEMBL2437889,B,Inhibition of human carbonic anhydrase 2 after 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1cnccc1N1CCN(Cc2ccccc2)CC1,CHEMBL2436867,CHEMBL205
=,85.4,nM,Ki,7.07,,0,CHEMBL3993625,B,Inhibition of recombinant human CA2 preincubated for 15 mins by stopped-flow CO2 hydration assay,CC(C(=O)NCCOc1ccc2ccc(=O)oc2c1)c1cccc(C(=O)c2ccccc2)c1,CHEMBL4079848,CHEMBL205
=,85.4,nM,Ki,7.07,,0,CHEMBL4002260,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 10 mins prior to testing by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(CCN2C(=O)c3cccc([N+](=O)[O-])c3C2=O)cc1,CHEMBL4080077,CHEMBL205
=,85.6,nM,Ki,7.07,,0,CHEMBL1167307,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NNc1ccncc1S(N)(=O)=O,CHEMBL1164967,CHEMBL205
=,85.8,nM,Ki,7.07,,0,CHEMBL4275749,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-c2ncc(-c3ccc(F)cc3)[se]2)cc1,CHEMBL4283086,CHEMBL205
=,86,nM,Ki,7.07,,0,CHEMBL3129541,B,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydrase assay,C=CCN1C(=O)c2ccccc2S1(=O)=O,CHEMBL3125561,CHEMBL205
=,86,nM,Ki,7.07,,0,CHEMBL3390527,B,Inhibition of human full length CA2 by stopped flow CO2 hydration assay,CC(=O)OC[C@H]1OC(NS(=O)(=O)NO)C=C[C@H]1OC(C)=O,CHEMBL3343178,CHEMBL205
=,86,nM,Ki,7.07,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)NCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CHEMBL3138498,CHEMBL205
=,86,nM,Ki,7.07,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)NCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CHEMBL3138373,CHEMBL205
=,86.2,nM,Ki,7.06,,0,CHEMBL3635733,B,Inhibition of human carbonic anhydrase-2 assessed as CO2 hydration activity by stopped-flow method,Nc1ccc(C(=O)c2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)cc1,CHEMBL3632844,CHEMBL205
=,86.6,nM,Ki,7.06,,0,CHEMBL1059274,B,Inhibition of human carbonic anhydrase 2-catalyzed CO2 hydration by stopped flow technique,COc1ccc(O)c(/C=N/c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL566297,CHEMBL205
=,86.6,nM,Ki,7.06,,0,CHEMBL3269990,B,Inhibition of human carbonic anhydrase 2-catalyzed CO2 hydration preincubated for 10 mins by stopped-flow assay,COc1ccc(O)c(CNc2ccc(S(N)(=O)=O)cc2)c1,CHEMBL3264970,CHEMBL205
=,86.7,nM,Ki,7.06,,0,CHEMBL2049495,B,Inhibition of human recombinant full length CA2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,COc1cccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL2048921,CHEMBL205
=,86.7,nM,Ki,7.06,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,CC(C(=O)NCCCCOc1ccc(S(N)(=O)=O)cc1)c1ccc(-c2ccccc2)c(F)c1,CHEMBL4211540,CHEMBL205
=,86.8,nM,Ki,7.06,,0,CHEMBL3129541,B,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydrase assay,O=C1c2ccccc2S(=O)(=O)N1Cc1cccc(Br)c1,CHEMBL3125544,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL1839822,B,Inhibition of human carbonic anhydrase 2-catalyzed CO2 hydration activity by stopped flow assay,NS(=O)(=O)c1cccc(C#Cc2ccccc2)c1,CHEMBL1836404,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL3107031,B,Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay,Cc1cc(S(=O)(=O)NC(=N)Nc2ccc(S(N)(=O)=O)cc2)c(SCc2cccc(C(F)(F)F)c2)cc1Cl,CHEMBL3104049,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL3296583,B,Inhibition of human cloned cytosolic carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1cc(C(=O)NNC(=S)Nc2ccc(Cl)cc2)c(Cl)cc1Cl,CHEMBL3291106,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL4136674,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins by stopped flow CO2 hydrase assay,CN(C)/C=N/c1ncnc2c1ncn2CC(=O)NCc1ccc(S(N)(=O)=O)cc1,CHEMBL4173060,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL657192,B,Inhibitory activity against human carbonic anhydrase II.,CCCCCCCCCCCCCCOS(N)(=O)=O,CHEMBL152907,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CC(=O)O)CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC(=O)O)cc1,CHEMBL34016,CHEMBL205
=,87,nM,Ki,7.06,,0,CHEMBL840150,B,Inhibitory potency against human cloned Carbonic anhydrase II expressed in Escherichia coli strain BL21,NS(=O)(=O)c1ccc(NC(=O)CN2CCOCC2)cc1,CHEMBL180943,CHEMBL205
=,87.1,nM,Ki,7.06,,0,CHEMBL2437889,B,Inhibition of human carbonic anhydrase 2 after 15 mins by stopped flow CO2 hydration assay,CCc1cc(CC)n(-c2ccncc2S(N)(=O)=O)n1,CHEMBL2436874,CHEMBL205
=,87.2,nM,Ki,7.06,,0,CHEMBL1167307,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,CNNc1ccncc1S(N)(=O)=O,CHEMBL1164878,CHEMBL205
=,87.3,nM,Ki,7.06,,0,CHEMBL3241548,B,Inhibition of human recombinant carbonic anhydrase 2 expressed in Escherichia coli by stopped flow CO2 hydration assay,NS(=O)(=O)c1cccc(-c2cn(-c3ccc4c(c3)S(=O)(=O)NC4=O)nn2)c1,CHEMBL3233394,CHEMBL205
=,87.5,nM,Ki,7.06,,0,CHEMBL2049495,B,Inhibition of human recombinant full length CA2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,CCOc1ccc2c(c1)CCN=C2c1ccc(S(N)(=O)=O)cc1,CHEMBL2048926,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL1048174,B,Inhibition of human cloned full length carbonic anhydrase 2 by stopped flow CO2 hydration assay,Nc1ccc(/N=N/c2cccc(S(N)(=O)=O)c2)cc1,CHEMBL570615,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL1781744,B,Inhibition of human CA2 by CO2 hydration assay,NS(=O)(=O)c1ccc(OCCCO[N+](=O)[O-])cc1,CHEMBL1777820,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL1799888,B,Inhibition of human full length cytosolic isoform of carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1cccc(S(N)(=O)=O)c1,CHEMBL1797784,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL1926272,B,Inhibition of human recombinant full length CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(C)cc1,CHEMBL1923679,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL3745438,B,Inhibition of human carbonic anhydrase-2 preincubated for 15 mins by stopped flow CO2 dehydration method,CN(C)c1ccc2c(-c3ccc(NC(=S)NCc4cn(-c5cccc(S(N)(=O)=O)c5)nn4)cc3C(=O)O)c3ccc(=[N+](C)C)cc-3oc2c1.[Cl-],CHEMBL3740484,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL3821823,B,Inhibition of human recombinant carbonic anhydrase 2 expressed in Escherichia coli BL21 (DE3) by stopped-flow CO2 hydration assay,NS(=O)(=O)CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,CHEMBL3586274,CHEMBL205
=,88,nM,Ki,7.06,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)O)CC(=O)O)cc1,CHEMBL33904,CHEMBL205
=,88.1,nM,Ki,7.05,,0,CHEMBL3610543,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration method,NS(=O)(=O)c1ccc(NC(=O)N2CCN(CCO)CC2)cc1,CHEMBL3609195,CHEMBL205
=,88.3,nM,Ki,7.05,,0,CHEMBL1167307,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,N#Cc1cc2c(cc1Cl)SC(NNc1ccncc1S(N)(=O)=O)=NS2(=O)=O,CHEMBL1165062,CHEMBL205
=,88.6,nM,Ki,7.05,,0,CHEMBL4275749,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-c2ncc(-c3ccc(Br)cc3)[se]2)cc1,CHEMBL4278541,CHEMBL205
=,88.7,nM,Ki,7.05,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,NC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Br)cc1,CHEMBL4243345,CHEMBL205
=,89,nM,Ki,7.05,,0,CHEMBL2328242,B,Inhibition of human CA2 by stopped-flow assay,Cl.N=C(N)NCCc1ccc(S(N)(=O)=O)cc1,CHEMBL2323125,CHEMBL205
=,89,nM,Ki,7.05,,0,CHEMBL3107031,B,Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay,Cc1cc(S(=O)(=O)NC(=N)Nc2cccc(S(N)(=O)=O)c2)c(SCc2cccc(C(F)(F)F)c2)cc1Cl,CHEMBL3104050,CHEMBL205
=,89,nM,Ki,7.05,,0,CHEMBL4136408,B,Inhibition of human carbonic anhydrase-2 incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,COc1cccc(C)c1NC(=O)Nc1ccc2c(c1)B(O)OC2,CHEMBL4163139,CHEMBL205
=,89,nM,Ki,7.05,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)cc1,CHEMBL435541,CHEMBL205
=,89.2,nM,Ki,7.05,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)cc1,CHEMBL4208656,CHEMBL205
=,89.3,nM,Ki,7.05,,0,CHEMBL3382410,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydrase assay,Nc1nc(=S)[nH]c2c1c(-c1ccc(Br)cc1)cn2-c1ccc(S(N)(=O)=O)cc1,CHEMBL3342497,CHEMBL205
=,89.6,nM,Ki,7.05,,0,CHEMBL828904,B,Inhibitory constant against human Carbonic anhydrase II,CCCCCCCCCCCCNS(=O)(=O)NO,CHEMBL195370,CHEMBL205
=,89.9,nM,Ki,7.05,,0,CHEMBL3994308,B,Inhibition of recombinant human carbonic anhydrase-2 assessed as reduction in enzyme-catalyzed hydration activity using CO2 as substrate preincubated for 15 mins followed substrate addition measured after 10 to 100 sec by phenol red dye based stopped flow assay,CC(=O)Nc1cc(-c2cc(S(N)(=O)=O)c(C)s2)no1,CHEMBL4090546,CHEMBL205
=,89.9,nM,Ki,7.05,,0,CHEMBL4002260,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 10 mins prior to testing by stopped flow CO2 hydrase assay,CC(C)(C)c1ccc2c(c1)C(=O)N(CCc1ccc(S(N)(=O)=O)cc1)C2=O,CHEMBL4063164,CHEMBL205
=,90,nM,Ki,7.05,,0,CHEMBL1821328,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,COC1=C(S(N)(=O)=O)C2NS(=O)(=O)c3cnccc3N2C=C1,CHEMBL1817672,CHEMBL205
=,90,nM,Ki,7.05,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)C(F)(F)F)cc1Cl,CHEMBL140252,CHEMBL205
